question,answer,contexts,used_reranker,k_init,top_n,num_initial_docs,num_final_docs,runtime_seconds,factuality_score,question_type,chunk_size,chunk_overlap
"How did George Washington's leadership during the siege of York-town, including the strategic positioning of troops and coordination with French forces, contribute to the decisive victory over Cornwallis?","Original Answer:  George Washington's leadership during the siege of Yorktown, including his strategic positioning of troops and coordination with French forces, contributed to the decisive victory over Cornwallis by keeping the British navy from helping Cornwallis and forcing him to surrender.","['••Yorktown will be remembered as WashingtonYorktown will be remembered as Washington ’’s one convincing defeat of s one convincing defeat of \nthe British forces.  Lord Genera l Charles Cornwallis was forced the British forces.  Lord Genera l Charles Cornwallis was forced to to \nsurrender 9,700 troops on October 17th, 1781.surrender 9,700 troops on October 17th, 1781.', 'Cornwallis. If the French fleet could get there in time, it could keep \nthe British navy from helping Cornwallis. Then Cornwallis would have to surrender. In one single victory, Washington might end the war! Yorktown was five hundred miles away. George Washington started his military career with a four-hundred-mile journey. That first journey ended in disappointment. This second opportunity could be the victory of a lifetime.\nIt took more than a month for the American and French armies to', 'Carolina border. At Kings Mountain, the Continental Army defeated a large Loyalist force. Cornwallis realized the British plan for the South would not work. He decided to move his army to Virginia. If he could \ndefeat the Continental Army in Virginia, he would crush the rebellion. \nIn the summer of 1781, Cornwallis chose a small Virginia town']",False,10,3,3,3,1.6814379692077637,0.5109881162643433,multi_hop_specific_query_synthesizer,500,30
"How did Sir Henry Clinton's leadership influence Benedict Arnold's treasonous plan to surrender West Point during the American Revolution, and what were the key events that led to the exposure of this scheme?","Original Answer: Sir Henry Clinton's leadership did not directly influence Benedict Arnold's treasonous plan to surrender West Point during the American Revolution. However, the key events that led to the exposure of this scheme were Washington's decision to recall the commanders positioned under Arnold at key points around the fort to prevent any complicity and his assumption of personal command at West Point. Additionally, the discovery of plans by André, who was captured by militia, played a significant role in exposing Arnold's treasonous plan.","['Battle of Saratoga. He had been promoted to general. His future in the American army was bright. In 1780, General Washington placed Benedict Arnold in command of West Point, a fort on the Hudson\xa0River.\nDespite his success, Benedict Arnold did not feel appreciated \nenough. He also liked to spend more money than he could afford on luxuries. So in exchange for a large sum of money, Arnold\xa0agreed to turn over West Point to the British.\nThe plot was discovered in time, but', ""American defensive position on the Hudson River .[129] On September 21, Arnold gave André plans to\ntake over the garrison.[130] André was captured by militia who discovered the plans, after which Arnold\nescaped to New York.[131] On being told about Arnold's treason, Washington recalled the commanders\npositioned under Arnold at key points around the fort to prevent any complicity . He assumed personal\ncommand at West Point and reor ganized its defenses.[132]"", ""Map of the Siege of Yorktownfrom a surprise British attack, which was itself based on intelligence from Washington's general turned\nBritish spy Benedict Arnold.[127]\nWashington had disregarded incidents of disloyalty by Arnold, who had distinguished himself in many\ncampaigns, including the invasion of Quebec .[128] In 1779, Arnold began supplying the British spymaster\nJohn André  with sensitive information intended to allow the British to capture West Point , a key""]",False,10,3,3,3,2.1225569248199463,0.4357282817363739,multi_hop_specific_query_synthesizer,500,30
"How did Washington emphasize the importance of unity among Americans in his Farewell Address, and how did the joint efforts of American and French troops at Yorktown contribute to the American cause?","Original Answer: Washington emphasized the importance of unity among Americans in his Farewell Address by stating that ""our strength is a million-fold greater than any force which has yet been brought against us, and with this advantage we shall certainly succeed if we remain firm and resolute."" He also urged Americans to avoid foreign alliances and to focus on building their own strength and prosperity.","['[1]WASHINGTON ’S FAREWELL\nADDRESS\nTo the people of the United States\n❧\nFriends and Fellow-Citizens: The period for a', 'referred to the Farewell Address as receiving as much acclaim as Thomas Jefferson\'s Declaration of\nIndependence  and Abraham Lincoln \'s Gettysbur g Address .[232] In 2010, Chernow called the ""Farewell\nAddress"" one of the most influential statements on republicanism .[233]\nWashington retired to Mount Vernon in March 1797 and\ndevoted time to his business interests.[234] His plantation\noperations were minimally profitable,[33] and his lands in the', 'On April 22, 1793, after the French Revolutionary Wars broke out, Washington issued a proclamation\ndeclaring American neutrality . He was resolved to pursue ""a conduct friendly and impartial toward the\nbelligerent Powers"" while warning Americans not to intervene in the conflict.[204] Although Washington\nrecognized France\'s revolutionary gover nment, he eventually asked that the French minister to the United']",False,10,3,3,3,2.5814695358276367,0.45561933517456055,multi_hop_specific_query_synthesizer,500,30
"How did King George II's orders influence George Washington's early military actions in the Ohio Country, and how did King George III's response to colonial complaints differ during the buildup to the American Revolution?",Original Answer:  I don't know. There is no information provided in the context about King George II's orders or King George III's response to colonial complaints influencing George Washington's early military actions in the Ohio Country.,"['independence .\nBorn in the Colony of Virginia , Washington became\nthe commander of the Virginia Regiment  during the\nFrench and Indian War (1754–1763). He was later\nelected to the Virginia House of Burgesses , and\nopposed the perceived oppression of the American\ncolonists by the British Crown. When the American\nRevolutionary War against the British began in 1775,\nWashington was appointed commander -in-chief of the\nContinental Army . He directed a poorly organized and', 'Seeds of Seeds of \nRebellionRebellion\n••King George III Felt King George III Felt \nobliged to increase obliged to increase \ntaxes because of the taxes because of the \ndebt garnered by the debt garnered by the \nFrench & Indian WarFrench & Indian War\n••This news article This news article \nrecounts the Boston recounts the Boston \nMassacre of 1770, the Massacre of 1770, the \nfirst shots of the first shots of the \ncoming revolutioncoming revolution', 'On July 3, 1775, George Washington took command of \nthe Continental Army. \n85man to lead the Continental Army, as it came to be called. He had \ngained his military experience in the French and Indian War. After that, he returned to Mount Vernon, Virginia, to run his plantation. He was a member of the Virginia House of Burgesses\xa0and a supporter of \nthe Patriot cause. He was also among\xa0the best-known and wealthiest']",False,10,3,3,3,1.4039571285247803,0.49383214116096497,multi_hop_specific_query_synthesizer,500,30
"How did the diverse American colonies, with their mix of immigrant customs and the development of American English, contribute to the arguments made in the Declaration of Independence about the colonies' right to self-government?","The diverse American colonies, with their mix of immigrant customs and the development of American English, contributed to the arguments made in the Declaration of Independence about the colonies' right to self-government by challenging the idea that they were merely subjects of the British Empire. The colonists saw themselves as distinct from the other colonies and believed that they had a unique identity as Americans. This sense of American identity was strengthened by the development of American English, which was different from the English language spoken in Britain. Additionally, the colonies' mix of immigrant customs challenged the idea that the British Empire was homogeneous and that all its subjects shared the same values and beliefs. These factors contributed to the growing sense of discontent among the colonists and ultimately led to the Declaration of Independence.

Eyewitness: Today, we can see how the diverse American colonies continue to contribute to our nation's identity and culture. The unique blend of immigrant customs and American English has shaped our language and traditions, while the ongoing debate about self-governance continues to be a central theme in American politics.","['20As members of the British Empire, the \ncolonists had special trade agreements with other parts of the empire. On the oceans, their ships were protected by \nthe British navy, the greatest navy in the \nworld. Most important, the colonists in North America enjoyed a great deal of self-government . That is, the colonists \nhad a say in choosing their own laws. How did that happen? \nSelf-government started in England \nseveral hundred years earlier. At that time,', 'New Yorkers or Georgians. When they thought of an attachment to any other place, it was to Great Britain. That was partly because each colony had more to do with Britain than it did with other colonies. It was also due to the fact that the colonists thought of themselves as British citizens, with all the “rights of Englishmen.”', 'The colonists began to think of themselves as Americans, not as members of thirteen \nseparate colonies.\n72along, before anyone was aware of it. That “something” was that \nthe colonies were coming together as never\xa0before.\nBefore this, each colony had thought of itself as separate from \nthe others. The colonists thought of themselves as Virginians or']",False,10,3,3,3,2.5990896224975586,0.4843912422657013,multi_hop_specific_query_synthesizer,500,30
"How did the events at White Plains influence the capture and exposure of Benedict Arnold's plot involving John André, and what role did the communication between the officers play in this outcome?","Original Answer: The events at White Plains did not directly influence the capture and exposure of Benedict Arnold's plot involving John André. However, the communication between the officers played a crucial role in this outcome. After being told about Arnold's treason, Washington recalled the commanders positioned under Arnold at key points around the fort to prevent any complicity. He assumed personal command at West Point and reorganized its defenses. This allowed for better communication and coordination among the officers, which ultimately led to the discovery of Arnold's plans and the capture of John André.","[""American defensive position on the Hudson River .[129] On September 21, Arnold gave André plans to\ntake over the garrison.[130] André was captured by militia who discovered the plans, after which Arnold\nescaped to New York.[131] On being told about Arnold's treason, Washington recalled the commanders\npositioned under Arnold at key points around the fort to prevent any complicity . He assumed personal\ncommand at West Point and reor ganized its defenses.[132]"", ""Map of the Siege of Yorktownfrom a surprise British attack, which was itself based on intelligence from Washington's general turned\nBritish spy Benedict Arnold.[127]\nWashington had disregarded incidents of disloyalty by Arnold, who had distinguished himself in many\ncampaigns, including the invasion of Quebec .[128] In 1779, Arnold began supplying the British spymaster\nJohn André  with sensitive information intended to allow the British to capture West Point , a key"", 'Battle of Saratoga. He had been promoted to general. His future in the American army was bright. In 1780, General Washington placed Benedict Arnold in command of West Point, a fort on the Hudson\xa0River.\nDespite his success, Benedict Arnold did not feel appreciated \nenough. He also liked to spend more money than he could afford on luxuries. So in exchange for a large sum of money, Arnold\xa0agreed to turn over West Point to the British.\nThe plot was discovered in time, but']",False,10,3,3,3,2.309154510498047,0.439645379781723,multi_hop_specific_query_synthesizer,500,30
"How did the capture of Forts Lee and Washington by the British impact General Washington's strategic movements in New Jersey, and what challenges did his troops face during the subsequent retreat and crossing of the Delaware River, considering the themes of Fort Lee and Forts Lee?","Original Answer: The capture of Forts Lee and Washington by the British had a significant impact on General Washington's strategic movements in New Jersey. With his army reduced to 5,400 troops, Washington was forced to retreat through New Jersey. During this retreat, his troops faced numerous challenges, including harsh weather conditions and supply shortages. Additionally, the rumor that Washington had set fire to New York City spread among the loyalists in the city, further complicating matters for Washington's army. Despite these challenges, Washington's victories at Trenton and Princeton were pivotal in reviving Patriot morale and quashing the British strategy of showing overwhelming force followed by offering generous terms. These victories allowed Washington to take up winter headquarters in Morristown, New Jersey, and prepare for future battles.","[""across the Hudson River  to Fort Lee. In November , Howe\ncaptured Fort Washington . Loyalists in New York City\nconsidered Howe a liberator and spread a rumor that\nWashington had set fire to the city.[97] Now reduced to 5,400\ntroops, Washington's army retreated through New Jersey .[98]\nWashington crossed the Delaware River  into\nPennsylvania , where General John Sullivan\njoined him with 2,000 more troops.[99] The\nfuture of the Continental Army was in doubt"", 'by having such a mixture of Troops as have been called together withi n these few Months.  \n  \n                                                           \n6 The m ilitia e nlistment period was near an end.  Oct.-Nov. 1776. Americans are defeated at Valcor Island (Lake Champla in) and White Plains, New York.  \nBritish capture Forts Washington and Lee on the Hudson River. Washington retreats to New Jersey.  from Washington ’s Staff Directives \nand Reports to Congress', ""wounded and 273 British killed or captured.[103] Howe retreated to New York City for the winter .[104]\nWashington took up winter headquarters in Morristown, New Jersey .[105] Strategically , Washington's\nvictories at Trenton and Princeton were pivotal: they revived Patriot morale  and quashed the British\nstrategy of showing overwhelming force followed by offering generous terms, changing the course of the\nwar.[106]""]",False,10,3,3,3,2.896822214126587,0.48843106627464294,multi_hop_specific_query_synthesizer,500,30
"How did the Continental Congress influence the organization and discipline of the Continental Army during the Revolutionary War, particularly in relation to military reforms and the appointment of chaplains, and what challenges did General Washington face in enforcing these measures?","Original Answer: The Continental Congress played a significant role in the organization and discipline of the Continental Army during the Revolutionary War. One of the most important ways it did this was through military reforms, which aimed to improve the efficiency and effectiveness of the army. These reforms included measures such as standardizing uniforms, establishing a system of ranks and promotions, and creating a centralized supply chain.

In addition to these reforms, the Continental Congress also appointed chaplains to serve in the army. These chaplains were responsible for providing spiritual guidance and support to the soldiers, as well as performing other duties such as administering oaths of allegiance and conducting religious services.

However, enforcing these measures was not without challenges. General Washington faced a number of obstacles in trying to implement the military reforms and maintain discipline within the army. One of the biggest challenges he faced was dealing with the diverse range of troops under his command, many of whom came from different states and had different levels of training and experience. He also had to contend with the fact that the Continental Army was largely made up of volunteers, which meant that it was difficult to maintain a sense of discipline and loyalty among the troops","['Virginia Convention  and was selected as a delegate to the First Continental Congress .[65] As tensions rose\nin 1774, he helped train militias in Virginia and organized enforcement of the Continental Association\nboycott of British goods instituted by the Congress.[66]\nThe American Revolutionary War broke out on April 19, 1775\nwith the Battles of Lexington and Concord .[67] Washington\nhastily departed Mount Vernon on May 4 to join the Second', 'independence .\nBorn in the Colony of Virginia , Washington became\nthe commander of the Virginia Regiment  during the\nFrench and Indian War (1754–1763). He was later\nelected to the Virginia House of Burgesses , and\nopposed the perceived oppression of the American\ncolonists by the British Crown. When the American\nRevolutionary War against the British began in 1775,\nWashington was appointed commander -in-chief of the\nContinental Army . He directed a poorly organized and', '••At the At the Second Continental Congress in 1775Second Continental Congress in 1775 John Adams John Adams \nnominated Washington to serve as Commandernominated Washington to serve as Commander --inin--Chief of the Chief of the \nragtag American Army fighting the British in the Boston area, thragtag American Army fighting the British in the Boston area, th e e \nmost powerful military machine in the world.  most powerful military machine in the world.']",False,10,3,3,3,3.1911144256591797,0.510456919670105,multi_hop_specific_query_synthesizer,500,30
How did Colonel William Fairfax influence George Washington's early surveying career and his connection to the Fairfax family?,"Original Answer: Colonel William Fairfax influenced George Washington's early surveying career and his connection to the Fairfax family by providing him with a surveyor's license from the College of William & Mary in 1749, despite not serving the customary apprenticeship. Additionally, Thomas Fairfax, William's cousin, appointed George Washington as surveyor of Culpeper County, Virginia, which helped him establish his career as a surveyor and eventually led to his ownership of nearly 2,500 acres in the Shenandoah Valley.","['••In March 1748 16In March 1748 16 --yr old George Washington yr old George Washington \nand George William Fairfax (23), the son of and George William Fairfax (23), the son of \nColonel Fairfax, accompanied a professional Colonel Fairfax, accompanied a professional \nsurveyor charged with mapping the Fairfax surveyor charged with mapping the Fairfax \nland holdings west of the Blue Ridge land holdings west of the Blue Ridge', 'had received from King Charles II in 1649. The surveying trip took Washington into the \nShenandoah Valley, and it was here that he first became accustomed to life in the wild —\neven as he simultaneously sought to fit into polite society back home. For the next several \nyears, George  worked as a surveyor for the Fairfax family, and by the time he turned 21 \nhad accumulated nearly 2,500 acres of his own in the Shenandoah Valley.  \n \nEarly Military Career', ""property .[11] The following year, he received a\nsurveyor's license from the College of William &\nMary .[b] Even though Washington had not served the\ncustomary apprenticeship , Thomas Fairfax  (William's cousin) appointed him surveyor of Culpeper\nCounty , Virginia . Washington took his oath of office on July 20, 1749, and resigned in 1750.[12] By 1752,\nhe had bought almost 1,500 acres (600 ha) in the Shenandoah Valley and owned 2,315 acres (937 ha).[13]""]",False,10,3,3,3,2.3103206157684326,0.5437099933624268,multi_hop_specific_query_synthesizer,500,30
"How did Washington's leadership and strategy, as described in the abandoned American fortifications and his ability to inspire troops during difficult times, combined with the support from women and African Americans, contribute to the American forces' ability to avoid total defeat and sustain their fight during the Revolutionary War?","Original Answer: Washington's leadership and strategy, as described in the abandoned American fortifications and his ability to inspire troops during difficult times, combined with the support from women and African Americans, contributed to the American forces' ability to avoid total defeat and sustain their fight during the Revolutionary War. Washington's plan for winning the war required patience and a strategy of keeping the Continental Army moving, stopping and fighting the British now and then but not getting into a major battle. This allowed Washington to buy time to build and train his army. Additionally, Washington's ability to inspire troops during difficult times helped keep morale high and motivated the soldiers to continue fighting. The support from women and African Americans also played a crucial role in sustaining the fight. Women provided supplies and support to the soldiers on the front lines, while African Americans served as spies, scouts, and even soldiers themselves. Overall, Washington's leadership, strategy, and the support from women and African Americans combined to give the American forces the strength and determination they needed to avoid total defeat and sustain their fight during the Revolutionary War.","['his untrained troops were no match for the experienced British army head-on in a battle. Washington’s plan for winning the war required patience. Instead of taking on the British directly, Washington’s strategy was like Thomas Paine’s checkerboard. He would keep the Continental Army moving. They would stop \nand fight the British now and then, but they would not get into a \nmajor battle. This way, Washington could buy time to build and train his army.', 'Washington’s plan meant the Continental Army would not win \nmany battles. They wouldn’t lose many battles either. Meanwhile, as the war went on, the British people might tire of paying for it. \nAfter a few big American victories, who knew? Maybe the British \nwould stop supporting the war altogether!', 'independence .\nBorn in the Colony of Virginia , Washington became\nthe commander of the Virginia Regiment  during the\nFrench and Indian War (1754–1763). He was later\nelected to the Virginia House of Burgesses , and\nopposed the perceived oppression of the American\ncolonists by the British Crown. When the American\nRevolutionary War against the British began in 1775,\nWashington was appointed commander -in-chief of the\nContinental Army . He directed a poorly organized and']",False,10,3,3,3,2.978107213973999,0.584610104560852,multi_hop_specific_query_synthesizer,500,30
"How did the fog over New York Bay facilitate Washington's troops in safely retreating to New York City, and what impact did the Continental Army's training at Valley Forge have on their subsequent campaign?","Original Answer:  I don't know. The provided context does not mention any fog over New York Bay facilitating Washington's troops in safely retreating to New York City, nor does it mention the impact of the Continental Army's training at Valley Forge on their subsequent campaign.","['army withdr ew during the night  to continue its march to New York City. The performance of the Continental Army , which had trained relentlessly \nunder Baron von Steuben at Valley Forge, greatly encouraged Washington. The 1778 spring campaign had begun.', ""Washington and Lafayette at Valley\nForge, a 1907 painting by John Ward\nDunsmoreIn Upstate New York, the Patriots were led by General Horatio Gates. Concerned about Burgoyn e's\nmovements southward, Washington sent reinforcements north with Generals Benedict Arnold  and\nBenjamin Lincoln . On October 7, 1777, Burgoyne tried to take Bemis Heights  but was isolated from\nsupport and forced to surrender . Gates' victory emboldened Washington's critics, who favored Gates as a"", ""across the Hudson River  to Fort Lee. In November , Howe\ncaptured Fort Washington . Loyalists in New York City\nconsidered Howe a liberator and spread a rumor that\nWashington had set fire to the city.[97] Now reduced to 5,400\ntroops, Washington's army retreated through New Jersey .[98]\nWashington crossed the Delaware River  into\nPennsylvania , where General John Sullivan\njoined him with 2,000 more troops.[99] The\nfuture of the Continental Army was in doubt""]",False,10,3,3,3,1.7205545902252197,0.34267497062683105,multi_hop_specific_query_synthesizer,500,30
"How did John Jay contribute as one of America’s negotiators in the Treaty of Paris, and what role did his family background, including his grandfather Lawrence Washington, play in shaping his early life?","Original Answer: John Jay contributed as one of America's negotiators in the Treaty of Paris by representing Washington's position and signing the treaty on November 19, 1794. He also played a key role in securing ratification of the treaty despite frequent public criticism. His family background, including his grandfather Lawrence Washington, likely influenced his early life as he was known as an honorable man and received land from his father-in-law.","['AmericaAmerica ’’s negotiators were Benjamin Franklin, John s negotiators were Benjamin Franklin, John \nJay and John Adams. Jay and John Adams. \nTreaty of Treaty of \nParis 1783Paris 1783', ""western forts, and also to resolve financial debts remaining from the Revolution.[209] Chief Justice John\nJay represented Washington's position and signed the treaty on November 19, 1794. Washington\nsupported the treaty because it avoided war,[210] although he was disappointed that its provisions favored\nBritain.[211] He mobilized public opinion and secured ratification[212] but faced frequent public criticism"", 'Colonel John WashingtonColonel John Washington\nGeorge WashingtonGeorge Washington ’’s great grandfathers great grandfather\n••In 1657 John married Anne Pope, whose father gave him In 1657 John married Anne Pope, whose father gave him \n700 acres of land, and their son Lawrence was born in 700 acres of land, and their son Lawrence was born in \n1659.  1659.  \n••John was known as an honorable man and he received one John was known as an honorable man and he received one']",False,10,3,3,3,1.9079666137695312,0.6605712175369263,multi_hop_specific_query_synthesizer,500,30
How did the strategic importance of Bunker Hill and the heavy British losses during the battle contribute to the colonists' growing confidence in their ability to stand against the British army?,Original Answer: The strategic importance of Bunker Hill and the heavy British losses during the battle contributed to the colonists' growing confidence in their ability to stand against the British army by demonstrating that they were capable of holding their own against one of the world's greatest armies.,"['Battle of Bunker Hill. The Battle of Bunker Hill was very important to the colonists. They lost the hill, but they won new confidence. They were beginning to believe these citizen-soldiers could hold their own against one of the world’s greatest armies—the British army.\nSoon after, the colonists learned King George III’s answer to their \npetition. He had no intention of backing down. Instead, he was \neager for a fight.', 'protection. When the morning came, the British were surprised to see the colonial \nmilitia in control of the hill.\nGeneral Gage was now worried that the militia would be able to \nfire on his troops below. They could even use cannons to fire upon the British ships in the harbor. Gage needed to drive the militia off the hill. Gage didn’t know that the Massachusetts militia didn’t have any\xa0cannons.\nThe next day, British soldiers marched up Breed’s Hill. The colonists', 'Bunker Hill proved to be a very costly victory for the British.\n87The British won the hill but at a terrible cost. More than a thousand \nsoldiers were killed or wounded. Just as during their march back from Concord, the British lost about half their men. A British officer said that his army couldn’t stand many more “victories” like this. \nEven though the battle took place on Breed’s Hill, it is known as the']",False,10,3,3,3,1.866163730621338,0.526523232460022,multi_hop_specific_query_synthesizer,500,30
"How did the capture and renaming of Fort Duquesne to Fort Pitt mark a turning point in the French and Indian War, and what role did George Washington play in this transition?","Original Answer: The capture and renaming of Fort Duquesne to Fort Pitt marked a turning point in the French and Indian War because it signaled the British victory over the French forces in the Ohio River Valley. This victory allowed the British to establish control over the region and secure their position in North America.

George Washington played a significant role in this transition by offering his services to General Edward Braddock and being appointed as colonel of 450 colonial soldiers. Washington's leadership and strategic thinking helped the British forces to capture Fort Duquesne and drive the French out of the region, ultimately leading to the British victory in the war.

Eyewitness: Today, Fort Pitt stands tall as a symbol of American history and a testament to the bravery and determination of George Washington and his fellow soldiers during the French and Indian War.","['the Ohio River. Washington was to join forces with the British \nsoldiers at the fort. Before he arrived, Washington learned that the French had already captured the British fort and renamed it Fort Duquesne (/doo*kayn/).\nIn time, George Washington would \nbecome a great general , but in 1754, he', 'forces captured Fort Duquesne. They renamed it Fort Pitt. That is how the city of Pittsburgh eventually got its name. They also captured the French fortress at Louisbourg in Canada.\nAnother part of Pitt’s plan was to capture Quebec. The city of Quebec \nsits atop steep cliffs alongside the St. Lawrence River. The cliffs \nprotected the city from attack. At least, that’s what the French thought.', '34Fighting in the Woods\nThe British were determined to take Fort \nDuquesne and drive the French out of the Ohio River Valley. In 1755, they sent General Edward Braddock with 2,200 soldiers from \nthe British army to do the job. Eager to join \nBraddock’s army and return to Fort Duquesne, George Washington offered his services to the British general. Braddock appointed the eager young Virginian to the position of colonel  (/ker*null/). \nWashington was put in charge of 450 colonial soldiers.']",False,10,3,3,3,2.023669958114624,0.5235041975975037,multi_hop_specific_query_synthesizer,500,30
